area_data_type,geography_type,geography_id,geography_desc,total_area,mobilebb_3g_area_st_pct,mobilebb_3g_area_iv_pct,mobilebb_4g_area_st_pct,mobilebb_4g_area_iv_pct,mobilebb_5g_spd1_area_st_pct,mobilebb_5g_spd1_area_iv_pct,mobilebb_5g_spd2_area_st_pct,mobilebb_5g_spd2_area_iv_pct
Tribal,County,06093,"Siskiyou, CA",6.7413,0.0000,0.0000,0.7031,0.2031,0.3438,0.1719,0.2031,0.1719
Tribal,County,06097,"Sonoma, CA",2.4226,0.0000,0.0000,0.8261,0.3043,0.1304,0.1304,0.1304,0.1304
Tribal,County,06103,"Tehama, CA",8.6373,0.0000,0.0000,1.0000,1.0000,1.0000,0.9634,1.0000,0.5976
Tribal,County,06105,"Trinity, CA",2.9493,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Tribal,County,06107,"Tulare, CA",200.3424,0.0000,0.0000,0.4427,0.0273,0.1399,0.0068,0.0694,0.0000
Tribal,County,06109,"Tuolumne, CA",1.6853,0.0000,0.0000,1.0000,0.8750,0.8125,0.1875,0.6875,0.0625
Tribal,County,06113,"Yolo, CA",1.8960,0.0000,0.0000,1.0000,0.7778,0.9444,0.5556,0.8889,0.5000
Tribal,County,06115,"Yuba, CA",0.2107,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,08007,"Archuleta, CO",921.3434,0.1946,0.0925,0.6510,0.2290,0.4450,0.1204,0.3113,0.0739
Tribal,County,08067,"La Plata, CO",1587.8874,0.0099,0.0031,0.9357,0.6206,0.7566,0.3106,0.6567,0.2019
Tribal,County,08083,"Montezuma, CO",1601.0540,0.3238,0.1336,0.7751,0.4275,0.2000,0.0422,0.1534,0.0182
Tribal,County,09005,"Litchfield, CT",1.0533,0.0000,0.0000,1.0000,1.0000,1.0000,0.5000,1.0000,0.3000
Tribal,County,09011,"New London, CT",10.6386,0.0000,0.0000,1.0000,0.8713,0.9901,0.6733,0.8515,0.5446
Tribal,County,10001,"Kent, DE",6.6359,0.0000,0.0000,1.0000,0.9683,1.0000,1.0000,1.0000,1.0000
Tribal,County,10005,"Sussex, DE",73.4168,0.0000,0.0000,1.0000,0.9713,0.9857,0.6628,0.8881,0.5681
Tribal,County,12011,"Broward, FL",409.8488,0.0000,0.0000,0.9496,0.4791,0.6631,0.3015,0.5155,0.2393
Tribal,County,12021,"Collier, FL",2.6333,0.0000,0.0000,1.0000,1.0000,1.0000,0.7600,0.4400,0.0000
Tribal,County,12043,"Glades, FL",162.7387,0.0000,0.0000,1.0000,0.9120,0.9780,0.6783,0.7896,0.4278
Tribal,County,12051,"Hendry, FL",204.3451,0.0000,0.0000,0.9933,0.4670,0.7113,0.2613,0.4232,0.1608
Tribal,County,12055,"Highlands, FL",10.5333,0.0000,0.0000,1.0000,0.4200,0.7800,0.3900,0.5400,0.0000
Tribal,County,12057,"Hillsborough, FL",0.2107,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,12086,"Miami-Dade, FL",5.0560,0.0000,0.0000,1.0000,1.0000,1.0000,0.9583,1.0000,0.9583
Tribal,County,12111,"St. Lucie, FL",0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,13131,"Grady, GA",0.3160,0.0000,0.0000,1.0000,0.6667,0.3333,0.0000,0.0000,0.0000
Tribal,County,13187,"Lumpkin, GA",93.3246,0.0000,0.0000,0.9966,0.4842,0.7065,0.2212,0.5497,0.1682
Tribal,County,15001,"Hawaii, HI",421.7513,0.0000,0.0000,0.9590,0.5534,0.8194,0.3704,0.5772,0.1838
Tribal,County,15003,"Honolulu, HI",25.5958,0.0000,0.0000,1.0000,0.9753,0.9712,0.7778,0.9259,0.5391
Tribal,County,15005,"Kalawao, HI",3.4760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Tribal,County,15007,"Kauai, HI",74.9967,0.0000,0.0000,0.9143,0.4691,0.4860,0.2739,0.3975,0.2444
Tribal,County,15009,"Maui, HI",200.7637,0.0000,0.0000,0.8054,0.4732,0.5142,0.3384,0.4659,0.1794
Tribal,County,16005,"Bannock, ID",462.8310,0.0000,0.0000,0.7645,0.4816,0.5874,0.2802,0.5357,0.1024
Tribal,County,16009,"Benewah, ID",1040.7904,0.0007,0.0001,0.8490,0.6186,0.5540,0.2754,0.4641,0.1962
Tribal,County,16011,"Bingham, ID",890.1650,0.0000,0.0000,0.7400,0.4131,0.5153,0.1731,0.3891,0.0483
Tribal,County,16021,"Boundary, ID",14.4306,0.0000,0.0000,0.9343,0.6788,0.7445,0.2409,0.7372,0.1022
Tribal,County,16029,"Caribou, ID",151.2575,0.0000,0.0000,0.5474,0.1511,0.0648,0.0000,0.0000,0.0000
Tribal,County,16035,"Clearwater, ID",300.1976,0.5463,0.2954,0.9239,0.6789,0.7828,0.4042,0.6656,0.2554
Tribal,County,16049,"Idaho, ID",792.7324,0.4061,0.2442,0.9526,0.7527,0.8351,0.3489,0.7647,0.2632
Tribal,County,16055,"Kootenai, ID",459.5657,0.0005,0.0005,0.9310,0.7302,0.7254,0.4259,0.6413,0.3119
Tribal,County,16061,"Lewis, ID",1067.0182,0.5738,0.2794,0.9330,0.7433,0.8282,0.3636,0.7219,0.2836
Tribal,County,16069,"Nez Perce, ID",1133.7990,0.4608,0.1835,0.9169,0.7044,0.7114,0.2922,0.5627,0.1821
Tribal,County,16073,"Owyhee, ID",574.7995,0.0000,0.0000,0.5257,0.1120,0.5294,0.0000,0.5171,0.0000
Tribal,County,16077,"Power, ID",657.0641,0.0000,0.0000,0.8442,0.5975,0.6507,0.4056,0.5636,0.1645
Tribal,County,18141,"St. Joseph, IN",0.7373,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,19133,"Monona, IA",15.9052,0.0000,0.0000,1.0000,0.8675,0.9205,0.4172,0.7152,0.1192
Tribal,County,19171,"Tama, IA",26.6491,0.0000,0.0000,1.0000,0.9960,1.0000,0.7905,0.6640,0.3360
Tribal,County,19193,"Woodbury, IA",2.6333,0.0000,0.0000,1.0000,1.0000,1.0000,0.8400,0.6000,0.2400
Tribal,County,20005,"Atchison, KS",79.6314,0.0000,0.0000,1.0000,0.8942,0.9722,0.3690,0.7751,0.2817
Tribal,County,20013,"Brown, KS",408.1634,0.0000,0.0000,0.9990,0.9657,0.9223,0.6369,0.8452,0.5711
Tribal,County,20043,"Doniphan, KS",4.9506,0.0000,0.0000,1.0000,0.7447,0.8723,0.2340,0.7447,0.1489
Tribal,County,20085,"Jackson, KS",463.5683,0.0000,0.0000,0.9989,0.8757,0.9232,0.4819,0.7975,0.3649
Tribal,County,22003,"Allen, LA",3.7920,0.0000,0.0000,1.0000,1.0000,1.0000,0.9167,1.0000,0.8889
Tribal,County,22007,"Assumption, LA",56.0369,0.0000,0.0000,0.9511,0.2575,0.8308,0.2895,0.5620,0.0883
Tribal,County,22009,"Avoyelles, LA",2.8440,0.0000,0.0000,1.0000,1.0000,1.0000,0.8519,0.6667,0.4444
Tribal,County,22011,"Beauregard, LA",51.4023,0.0000,0.0000,1.0000,0.9057,0.9959,0.7787,0.9119,0.6803
Tribal,County,22043,"Grant, LA",1.2640,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8333
Tribal,County,22057,"Lafourche, LA",694.3518,0.0000,0.0000,1.0000,0.9175,0.9915,0.8662,0.9458,0.6951
Tribal,County,22059,"LaSalle, LA",0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667
Tribal,County,22069,"Natchitoches, LA",679.5000,0.0000,0.0000,0.9926,0.7155,0.5295,0.2060,0.3858,0.1431
Tribal,County,22079,"Rapides, LA",74.6807,0.0000,0.0000,0.9972,0.3061,0.3286,0.0141,0.0733,0.0042
Tribal,County,22085,"Sabine, LA",205.3984,0.0000,0.0000,1.0000,0.7923,0.3851,0.1297,0.2533,0.0985
Tribal,County,22101,"St. Mary, LA",50.7703,0.0000,0.0000,1.0000,0.9751,0.9876,0.7946,0.9378,0.6473
Tribal,County,22109,"Terrebonne, LA",1092.6140,0.0000,0.0000,1.0000,0.8887,0.9939,0.8276,0.9535,0.6106
Tribal,County,22115,"Vernon, LA",517.0772,0.0000,0.0000,1.0000,0.7822,0.8704,0.4484,0.6502,0.3033
Tribal,County,23003,"Aroostook, ME",8.8479,0.0000,0.0000,0.9524,0.5476,0.8571,0.4881,0.4524,0.0833
Tribal,County,23007,"Franklin, ME",179.1706,0.0000,0.0000,0.1205,0.0000,0.0018,0.0000,0.0000,0.0000
Tribal,County,23009,"Hancock, ME",88.4793,0.0000,0.0000,0.1250,0.0000,0.0298,0.0000,0.0119,0.0000
Tribal,County,23017,"Oxford, ME",0.1053,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000,0.0000
Tribal,County,23019,"Penobscot, ME",348.8612,0.0000,0.0000,0.3961,0.1241,0.2512,0.0975,0.1063,0.0287
Tribal,County,23021,"Piscataquis, ME",17.4852,0.0000,0.0000,0.5181,0.0361,0.1747,0.0422,0.0542,0.0000
Tribal,County,23025,"Somerset, ME",90.9019,0.0000,0.0000,0.0035,0.0000,0.0000,0.0000,0.0000,0.0000
Tribal,County,23029,"Washington, ME",167.5840,0.0000,0.0000,0.5594,0.1842,0.1854,0.0761,0.1075,0.0251
Tribal,County,25001,"Barnstable, MA",0.7373,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,25005,"Bristol, MA",0.5267,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8000
Tribal,County,25007,"Dukes, MA",1.6853,0.0000,0.0000,0.8750,0.6250,0.6875,0.0625,0.4375,0.0000
Tribal,County,26003,"Alger, MI",0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000
Tribal,County,26005,"Allegan, MI",2.8440,0.0000,0.0000,1.0000,1.0000,0.9630,0.6296,0.9630,0.2963
Tribal,County,26009,"Antrim, MI",0.9480,0.0000,0.0000,1.0000,1.0000,0.8889,0.3333,0.4444,0.2222
Tribal,County,26011,"Arenac, MI",3.1600,0.0000,0.0000,0.9333,0.9000,0.9000,0.4667,0.8000,0.2333
Tribal,County,26013,"Baraga, MI",261.9619,0.0000,0.0000,0.7000,0.2039,0.3949,0.1009,0.2429,0.0788
Tribal,County,26019,"Benzie, MI",0.4213,0.0000,0.0000,1.0000,1.0000,1.0000,0.2500,1.0000,0.2500
Tribal,County,26021,"Berrien, MI",2.8440,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,26025,"Calhoun, MI",0.9480,0.0000,0.0000,1.0000,0.7778,1.0000,0.5556,0.7778,0.5556
Tribal,County,26027,"Cass, MI",7.3733,0.0000,0.0000,1.0000,0.7000,0.7857,0.4143,0.5286,0.3429
Tribal,County,26029,"Charlevoix, MI",0.7373,0.0000,0.0000,1.0000,0.8571,0.8571,0.7143,0.7143,0.4286
Tribal,County,26033,"Chippewa, MI",16.2212,0.0000,0.0000,0.9675,0.6948,0.7922,0.4286,0.7013,0.4156
Tribal,County,26041,"Delta, MI",1.0533,0.0000,0.0000,1.0000,0.6000,0.7000,0.5000,0.7000,0.5000
Tribal,County,26047,"Emmet, MI",3.7920,0.0000,0.0000,0.9444,0.8056,0.5833,0.3056,0.3889,0.3056
Tribal,County,26053,"Gogebic, MI",1.2640,0.0000,0.0000,1.0000,0.6667,0.6667,0.6667,0.6667,0.6667
Tribal,County,26055,"Grand Traverse, MI",0.8427,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,26069,"Iosco, MI",0.1053,0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,0.0000,0.0000
Tribal,County,26073,"Isabella, MI",539.0917,0.0000,0.0000,0.9990,0.8748,0.9312,0.5188,0.7788,0.3566
Tribal,County,26089,"Leelanau, MI",1.5800,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8667
Tribal,County,26095,"Luce, MI",0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,26097,"Mackinac, MI",0.8427,0.0000,0.0000,1.0000,0.3750,0.3750,0.0000,0.1250,0.0000
Tribal,County,26101,"Manistee, MI",6.0040,0.0000,0.0000,1.0000,0.6667,0.7193,0.0877,0.4386,0.0175
Tribal,County,26103,"Marquette, MI",0.2107,0.0000,0.0000,1.0000,0.5000,1.0000,0.0000,0.0000,0.0000
Tribal,County,26105,"Mason, MI",2.4226,0.0000,0.0000,1.0000,1.0000,1.0000,0.3043,0.9565,0.3043
Tribal,County,26109,"Menominee, MI",21.3825,0.0000,0.0000,0.8177,0.2414,0.3645,0.1478,0.2808,0.1478
Tribal,County,26131,"Ontonagon, MI",8.7426,0.0000,0.0000,0.0843,0.0120,0.0482,0.0000,0.0482,0.0000
Tribal,County,26153,"Schoolcraft, MI",0.4213,0.0000,0.0000,1.0000,0.2500,0.5000,0.0000,0.0000,0.0000
Tribal,County,26159,"Van Buren, MI",3.3706,0.0000,0.0000,1.0000,0.6563,0.8438,0.1563,0.4063,0.0938
Tribal,County,27001,"Aitkin, MN",4.1080,0.0000,0.0000,1.0000,0.7692,0.8974,0.1795,0.7436,0.1538
Tribal,County,27005,"Becker, MN",1071.1262,0.0000,0.0000,0.8436,0.3817,0.2770,0.0438,0.1153,0.0216
Tribal,County,27007,"Beltrami, MN",2331.0082,0.0000,0.0000,0.8582,0.2211,0.1842,0.0199,0.1198,0.0176
Tribal,County,27017,"Carlton, MN",206.9784,0.0000,0.0000,0.9985,0.6987,0.8585,0.3369,0.5644,0.2830
Tribal,County,27021,"Cass, MN",1740.4089,0.0000,0.0000,0.9904,0.7045,0.6978,0.2152,0.4698,0.1986
Tribal,County,27023,"Chippewa, MN",0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,27029,"Clearwater, MN",824.3321,0.0000,0.0000,0.8826,0.3115,0.4508,0.1008,0.3312,0.0790
Tribal,County,27031,"Cook, MN",177.9066,0.0000,0.0000,0.5779,0.1924,0.1871,0.0663,0.1344,0.0320
Tribal,County,27035,"Crow Wing, MN",0.2107,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Tribal,County,27049,"Goodhue, MN",13.5879,0.0000,0.0000,1.0000,0.9922,0.9845,0.3798,0.8760,0.2093
Tribal,County,27055,"Houston, MN",1.2640,0.0000,0.0000,1.0000,1.0000,0.9167,0.6667,0.7500,0.6667
Tribal,County,27057,"Hubbard, MN",38.0250,0.0000,0.0000,1.0000,0.8089,0.8615,0.2244,0.6205,0.1994
Tribal,County,27061,"Itasca, MN",1206.3731,0.0000,0.0000,0.9204,0.5112,0.4326,0.1294,0.2685,0.1057
Tribal,County,27071,"Koochiching, MN",417.0114,0.0000,0.0000,0.8532,0.3503,0.5643,0.1490,0.4536,0.1205
Tribal,County,27077,"Lake of the Woods, MN",408.0581,0.0000,0.0000,0.7184,0.2277,0.2672,0.0903,0.2607,0.0880
Tribal,County,27087,"Mahnomen, MN",1425.8861,0.0000,0.0000,0.9062,0.5444,0.5868,0.1798,0.4047,0.1335
Tribal,County,27089,"Marshall, MN",0.8427,0.0000,0.0000,1.0000,0.1250,0.2500,0.0000,0.2500,0.0000
Tribal,County,27095,"Mille Lacs, MN",386.8863,0.0000,0.0000,0.9981,0.8405,0.8925,0.5573,0.6970,0.4002
Tribal,County,27111,"Otter Tail, MN",0.1053,0.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,0.0000
Tribal,County,27113,"Pennington, MN",0.9480,0.0000,0.0000,1.0000,0.1111,0.1111,0.0000,0.0000,0.0000
Tribal,County,27115,"Pine, MN",5.4773,0.0000,0.0000,0.8846,0.2115,0.3269,0.1154,0.3077,0.1154
Tribal,County,27125,"Red Lake, MN",0.1053,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Tribal,County,27127,"Redwood, MN",7.1626,0.0000,0.0000,1.0000,1.0000,1.0000,0.3971,0.7059,0.2059
Tribal,County,27135,"Roseau, MN",24.4371,0.0000,0.0000,0.6638,0.0388,0.0905,0.0086,0.0819,0.0086
Tribal,County,27137,"St. Louis, MN",271.0205,0.0000,0.0000,0.9907,0.7625,0.8865,0.3579,0.7645,0.3385
Tribal,County,27139,"Scott, MN",12.2186,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9224
Tribal,County,27173,"Yellow Medicine, MN",5.8986,0.0000,0.0000,1.0000,0.9821,0.9821,0.8036,0.8750,0.3393
Tribal,County,28007,"Attala, MS",1.6853,0.0000,0.0000,1.0000,0.9375,0.0000,0.0000,0.0000,0.0000
Tribal,County,28015,"Carroll, MS",3.3706,0.0000,0.0000,1.0000,0.3750,0.8750,0.0313,0.3125,0.0000
Tribal,County,28059,"Jackson, MS",0.3160,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,28067,"Jones, MS",2.8440,0.0000,0.0000,1.0000,0.7778,0.5556,0.0000,0.2222,0.0000
Tribal,County,28069,"Kemper, MS",12.8506,0.0000,0.0000,1.0000,0.6475,0.2705,0.0246,0.2295,0.0246
Tribal,County,28079,"Leake, MS",13.2719,0.0000,0.0000,1.0000,0.8889,0.9127,0.6111,0.7698,0.4921
Tribal,County,28099,"Neshoba, MS",79.8420,0.0000,0.0000,0.9974,0.8193,0.8272,0.4921,0.6266,0.3430
Tribal,County,28101,"Newton, MS",16.3265,0.0000,0.0000,1.0000,0.8968,0.9871,0.4000,0.9806,0.3806
Tribal,County,28159,"Winston, MS",1.6853,0.0000,0.0000,0.9375,0.5625,0.2500,0.1875,0.1250,0.0625
Tribal,County,30003,"Big Horn, MT",9303.4931,0.2674,0.1878,0.7315,0.4267,0.4057,0.1352,0.3018,0.0919
Tribal,County,30005,"Blaine, MT",2267.1767,0.0000,0.0000,0.9596,0.3019,0.4729,0.1222,0.2552,0.0649
Tribal,County,30011,"Carter, MT",3.6866,0.1714,0.0000,1.0000,0.8000,0.0000,0.0000,0.0000,0.0000
Tribal,County,30015,"Chouteau, MT",142.8309,0.0000,0.0000,0.8872,0.5177,0.5855,0.2294,0.4875,0.0339
Tribal,County,30019,"Daniels, MT",589.9673,0.9993,0.9907,0.9979,0.9418,0.2117,0.0000,0.0511,0.0000
Tribal,County,30029,"Flathead, MT",131.4550,0.0000,0.0000,0.8942,0.2075,0.2861,0.0160,0.2260,0.0016
Tribal,County,30035,"Glacier, MT",5932.8531,0.0000,0.0000,0.8436,0.4604,0.4223,0.1476,0.3083,0.0904
Tribal,County,30041,"Hill, MT",321.1588,0.0000,0.0000,0.8941,0.7452,0.7311,0.3122,0.5713,0.1676
Tribal,County,30047,"Lake, MT",3126.9006,0.0000,0.0000,0.9486,0.7357,0.8039,0.4396,0.6658,0.3635
Tribal,County,30055,"McCone, MT",4.9506,0.7447,0.3191,0.8085,0.1489,0.0000,0.0000,0.0000,0.0000
Tribal,County,30063,"Missoula, MT",450.1911,0.0000,0.0000,0.5559,0.3175,0.3947,0.2019,0.2857,0.1380
Tribal,County,30071,"Phillips, MT",590.0727,0.0473,0.0205,0.9479,0.2762,0.5061,0.1042,0.2531,0.0710
Tribal,County,30073,"Pondera, MT",709.0984,0.0000,0.0000,0.9271,0.4465,0.5223,0.1151,0.3476,0.0622
Tribal,County,30085,"Roosevelt, MT",4560.0546,0.9982,0.9779,0.9976,0.9471,0.6360,0.2066,0.4300,0.1083
Tribal,County,30087,"Rosebud, MT",1020.3559,0.2111,0.1498,0.8092,0.4433,0.2034,0.0767,0.1485,0.0381
Tribal,County,30089,"Sanders, MT",2005.2148,0.0000,0.0000,0.8007,0.3675,0.4973,0.1656,0.3926,0.1047
Tribal,County,30091,"Sheridan, MT",551.0996,0.9979,0.9543,0.9836,0.8698,0.7051,0.2934,0.5468,0.1401
Tribal,County,30103,"Treasure, MT",58.6702,0.0000,0.0000,0.6679,0.2244,0.3070,0.1041,0.2083,0.0934
Tribal,County,30105,"Valley, MT",2933.2995,0.9977,0.9759,0.9963,0.9175,0.6366,0.1703,0.4066,0.0674
Tribal,County,30111,"Yellowstone, MT",952.7325,0.0889,0.0490,0.9413,0.4641,0.6921,0.2408,0.5071,0.1271
Tribal,County,31021,"Burt, NE",25.3851,0.0000,0.0000,1.0000,0.9087,0.9544,0.6473,0.8714,0.3734
Tribal,County,31039,"Cuming, NE",181.5932,0.0000,0.0000,0.9994,0.4507,0.8144,0.1589,0.5220,0.0464
Tribal,County,31051,"Dixon, NE",12.2186,0.0000,0.0000,1.0000,0.8793,0.9483,0.5603,0.8534,0.4224
Tribal,County,31107,"Knox, NE",477.8936,0.0613,0.0242,0.9661,0.6381,0.6277,0.3606,0.2142,0.0917
Tribal,County,31147,"Richardson, NE",54.4569,0.0000,0.0000,0.9903,0.8685,0.5590,0.0290,0.5184,0.0271
Tribal,County,31161,"Sheridan, NE",2.2120,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,31173,"Thurston, NE",1024.7799,0.0000,0.0000,0.9976,0.7304,0.6412,0.1687,0.3932,0.0849
Tribal,County,32001,"Churchill, NV",200.0264,0.6440,0.3676,0.5577,0.1596,0.1564,0.0095,0.1037,0.0016
Tribal,County,32003,"Clark, NV",284.3978,0.0000,0.0000,1.0000,0.9541,0.9893,0.8115,0.9511,0.6437
Tribal,County,32005,"Douglas, NV",356.1292,0.0000,0.0000,0.8876,0.5451,0.7459,0.4987,0.6439,0.3008
Tribal,County,32007,"Elko, NV",634.1017,0.0000,0.0000,0.6811,0.3867,0.4674,0.1068,0.4321,0.0940
Tribal,County,32009,"Esmeralda, NV",12.3239,0.6154,0.4530,0.6154,0.0256,0.1026,0.0000,0.0000,0.0000
Tribal,County,32013,"Humboldt, NV",119.2364,0.3595,0.3224,0.5168,0.4435,0.1352,0.1157,0.1299,0.0415
Tribal,County,32015,"Lander, NV",2.6333,0.1200,0.0000,1.0000,1.0000,1.0000,0.9200,1.0000,0.0000
Tribal,County,32019,"Lyon, NV",195.7078,0.7734,0.5936,0.7600,0.0694,0.1685,0.0409,0.1259,0.0231
Tribal,County,32021,"Mineral, NV",946.5178,0.9608,0.8922,0.6891,0.1431,0.0307,0.0004,0.0027,0.0000
Tribal,County,32023,"Nye, NV",43.1863,0.6122,0.6122,0.6122,0.5439,0.2610,0.2610,0.2610,0.2610
Tribal,County,32027,"Pershing, NV",0.1053,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,32029,"Storey, NV",1.3693,0.0000,0.0000,1.0000,0.9231,1.0000,0.5385,1.0000,0.4615
Tribal,County,32031,"Washoe, NV",1887.0317,0.2627,0.1615,0.6231,0.3672,0.2236,0.0484,0.1715,0.0298
Tribal,County,32033,"White Pine, NV",278.3938,0.0019,0.0000,0.6935,0.0795,0.1165,0.0382,0.0692,0.0382
Tribal,County,32510,"Carson City, NV",17.1692,0.0000,0.0000,0.9632,0.7362,0.8405,0.5706,0.7117,0.4908
Tribal,County,34003,"Bergen, NJ",7.8999,0.0000,0.0000,1.0000,0.7600,0.9200,0.6267,0.7467,0.4000
Tribal,County,34011,"Cumberland, NJ",50.5596,0.0000,0.0000,1.0000,0.9396,0.9292,0.3896,0.7750,0.2958
Tribal,County,34031,"Passaic, NJ",10.6386,0.0000,0.0000,0.9901,0.6040,0.7723,0.2178,0.4455,0.1782
Tribal,County,35001,"Bernalillo, NM",815.1682,0.0000,0.0000,0.9360,0.5915,0.7020,0.2844,0.5218,0.2055
Tribal,County,35003,"Catron, NM",38.6570,0.1090,0.0027,0.1281,0.0027,0.0000,0.0000,0.0000,0.0000
Tribal,County,35006,"Cibola, NM",3268.1515,0.0197,0.0105,0.7312,0.3475,0.3570,0.1210,0.2415,0.0827
Tribal,County,35027,"Lincoln, NM",0.7373,1.0000,0.5714,1.0000,0.2857,0.1429,0.0000,0.1429,0.0000
Tribal,County,35029,"Luna, NM",0.2107,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Tribal,County,35031,"McKinley, NM",6513.7618,0.4373,0.2723,0.9291,0.6679,0.4758,0.1324,0.3428,0.0789
Tribal,County,35035,"Otero, NM",1603.8980,0.2849,0.0950,0.7868,0.2830,0.1954,0.0338,0.1327,0.0223
Tribal,County,35039,"Rio Arriba, NM",2867.7826,0.4376,0.3050,0.7769,0.3621,0.5404,0.1203,0.3473,0.0956
Tribal,County,35043,"Sandoval, NM",2753.0756,0.3381,0.1346,0.9459,0.6930,0.5996,0.2172,0.4075,0.1044
Tribal,County,35045,"San Juan, NM",8027.3898,0.8111,0.5910,0.9560,0.7334,0.6568,0.1624,0.3948,0.1208
Tribal,County,35049,"Santa Fe, NM",335.1680,0.9419,0.8416,1.0000,0.9503,0.9243,0.3887,0.7923,0.1933
Tribal,County,35053,"Socorro, NM",387.0969,0.7390,0.4403,0.0190,0.0005,0.0000,0.0000,0.0000,0.0000
Tribal,County,35055,"Taos, NM",421.6460,0.6408,0.3155,0.8179,0.4976,0.4894,0.1391,0.3400,0.0919
Tribal,County,35057,"Torrance, NM",58.1435,0.0000,0.0000,0.8170,0.5091,0.6051,0.3478,0.5380,0.2772
Tribal,County,35061,"Valencia, NM",491.7974,0.0000,0.0000,0.9916,0.7689,0.8387,0.4648,0.6440,0.3885
Tribal,County,36003,"Allegany, NY",1.4747,0.0000,0.0000,1.0000,0.6429,0.6429,0.3571,0.5000,0.1429
Tribal,County,36009,"Cattaraugus, NY",137.9856,0.0000,0.0000,0.9519,0.6710,0.8038,0.4962,0.7015,0.4183
Tribal,County,36011,"Cayuga, NY",61.8302,0.0000,0.0000,1.0000,0.6848,0.9881,0.5060,0.7853,0.2368
Tribal,County,36013,"Chautauqua, NY",7.2679,0.0000,0.0000,1.0000,0.5942,0.9855,0.6087,0.8406,0.5072
Tribal,County,36029,"Erie, NY",68.1501,0.0000,0.0000,0.9861,0.6291,0.9212,0.5193,0.7635,0.3617
Tribal,County,36033,"Franklin, NY",50.7703,0.0000,0.0000,0.9876,0.8465,0.9647,0.6266,0.8133,0.4627
Tribal,County,36037,"Genesee, NY",22.5412,0.0000,0.0000,0.9953,0.2617,0.6776,0.1262,0.4159,0.0888
Tribal,County,36053,"Madison, NY",649.7962,0.0000,0.0000,0.9985,0.8585,0.9698,0.8186,0.9008,0.7072
Tribal,County,36063,"Niagara, NY",24.7531,0.0000,0.0000,0.9830,0.4936,0.9489,0.9064,0.9191,0.8723
Tribal,County,36065,"Oneida, NY",400.7902,0.0000,0.0000,0.9858,0.6983,0.8812,0.5448,0.7369,0.4194
Tribal,County,36067,"Onondaga, NY",23.1732,0.0000,0.0000,1.0000,0.9045,0.9773,0.8545,0.9500,0.7909
Tribal,County,36099,"Seneca, NY",120.5004,0.0000,0.0000,1.0000,0.7413,0.9747,0.4860,0.9038,0.2806
Tribal,County,36103,"Suffolk, NY",3.8973,0.0000,0.0000,1.0000,0.9189,1.0000,0.8108,0.8919,0.6216
Tribal,County,37001,"Alamance, NC",135.8789,0.0000,0.0000,1.0000,0.6318,0.8628,0.6450,0.7457,0.5372
Tribal,County,37017,"Bladen, NC",31.9157,0.0000,0.0000,1.0000,0.7063,0.7624,0.2937,0.4620,0.1881
Tribal,County,37039,"Cherokee, NC",23.5945,0.0000,0.0000,0.9643,0.5045,0.3170,0.0625,0.0670,0.0000
Tribal,County,37047,"Columbus, NC",64.4635,0.0000,0.0000,1.0000,0.5490,0.5114,0.1732,0.1422,0.0098
